,organization_id,day_of,total_meetings,group_meetings,pooled_meetings,prof_feature_meetings,web_conf_tool_meetings
1603,2228761cf6f31417abe686505bb3fd1e,2020-04-28 00:00:00,4,0,0,0,4
1604,2228761cf6f31417abe686505bb3fd1e,2020-05-04 00:00:00,1,0,0,0,0
1605,2228761cf6f31417abe686505bb3fd1e,2020-05-05 00:00:00,1,0,0,0,1
1606,2228761cf6f31417abe686505bb3fd1e,2020-05-11 00:00:00,1,0,0,0,1
1607,2228761cf6f31417abe686505bb3fd1e,2020-05-14 00:00:00,1,0,0,0,1
1608,2228761cf6f31417abe686505bb3fd1e,2020-07-06 00:00:00,3,0,0,0,3
1609,2228761cf6f31417abe686505bb3fd1e,2020-07-07 00:00:00,1,0,0,0,1
1610,2228761cf6f31417abe686505bb3fd1e,2020-07-11 00:00:00,1,0,0,0,1
1611,2228761cf6f31417abe686505bb3fd1e,2020-07-13 00:00:00,1,0,0,0,1
1612,2228761cf6f31417abe686505bb3fd1e,2020-07-21 00:00:00,1,0,0,0,1
1613,2228761cf6f31417abe686505bb3fd1e,2020-08-17 00:00:00,6,0,0,0,6
1614,2228761cf6f31417abe686505bb3fd1e,2020-09-11 00:00:00,1,0,0,0,0
1615,2243a337f3562141bf926825931d575a,2020-01-17 00:00:00,1,0,0,0,0
1616,2243a337f3562141bf926825931d575a,2020-01-23 00:00:00,1,0,0,0,0
1617,2243a337f3562141bf926825931d575a,2020-01-31 00:00:00,1,0,0,0,0
1618,2243a337f3562141bf926825931d575a,2020-02-07 00:00:00,1,0,0,0,0
1619,2243a337f3562141bf926825931d575a,2020-03-13 00:00:00,1,0,0,0,0
1620,2243a337f3562141bf926825931d575a,2020-04-17 00:00:00,1,0,0,0,0
1621,2243a337f3562141bf926825931d575a,2020-04-22 00:00:00,1,0,0,0,0
1622,2243a337f3562141bf926825931d575a,2020-05-05 00:00:00,1,0,0,0,0
1623,2243a337f3562141bf926825931d575a,2020-05-06 00:00:00,1,0,0,0,0
1624,2243a337f3562141bf926825931d575a,2020-05-26 00:00:00,1,0,0,0,0
1625,2243a337f3562141bf926825931d575a,2020-06-02 00:00:00,1,0,0,0,0
1626,2243a337f3562141bf926825931d575a,2020-06-11 00:00:00,1,0,0,0,0
1627,2243a337f3562141bf926825931d575a,2020-07-09 00:00:00,1,0,0,0,0
1628,2243a337f3562141bf926825931d575a,2020-07-23 00:00:00,1,0,0,0,0
1629,22f9063acbbfcb41ef11e625d35f40be,2020-01-28 00:00:00,5,0,0,0,0
1630,22f9063acbbfcb41ef11e625d35f40be,2020-01-29 00:00:00,5,0,0,0,0
1631,22f9063acbbfcb41ef11e625d35f40be,2020-01-30 00:00:00,4,0,0,0,0
1632,22f9063acbbfcb41ef11e625d35f40be,2020-01-31 00:00:00,2,0,0,0,0
1633,22f9063acbbfcb41ef11e625d35f40be,2020-02-03 00:00:00,6,0,0,0,0
1634,22f9063acbbfcb41ef11e625d35f40be,2020-02-04 00:00:00,2,0,0,0,0
1635,22f9063acbbfcb41ef11e625d35f40be,2020-02-05 00:00:00,1,0,0,0,0
